Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Season,Playoffs
1,Ray Allen*,SG,24,MIL,5,186,22.7,.552,.289,.244,6.5,13.3,10.1,12.2,2.3,0.0,8.3,26.9,,0.5,0.2,0.7,.183,,6.0,-0.2,5.8,0.4,2000,True
2,Rafer Alston,PG,23,MIL,4,16,-11.6,.000,.333,.667,0.0,0.0,0.0,7.9,0.0,0.0,20.5,14.1,,-0.1,0.0,-0.1,-0.367,,-11.3,-6.9,-18.3,-0.1,2000,True
3,Nick Anderson,SG,32,SAC,5,132,7.8,.480,.588,.235,3.2,10.0,6.7,2.5,0.4,1.4,9.6,14.2,,0.0,-0.1,0.0,-0.014,,-1.1,-1.3,-2.4,0.0,2000,True
4,Greg Anthony,PG,32,POR,15,213,11.9,.508,.596,.308,1.2,8.3,4.8,20.0,3.4,1.5,16.9,16.3,,0.1,0.3,0.4,.095,,-0.5,3.2,2.7,0.3,2000,True
5,Stacey Augmon,SG,31,POR,7,34,-0.2,.349,.000,.167,0.0,7.4,3.7,0.0,0.0,0.0,0.0,18.5,,-0.1,0.0,-0.1,-0.071,,-8.0,-3.7,-11.7,-0.1,2000,True
6,Toby Bailey,SG,24,PHO,5,15,9.1,.347,.000,1.000,7.0,7.1,7.1,21.2,0.0,0.0,0.0,17.1,,0.0,0.0,0.0,.036,,0.6,-0.6,0.0,0.0,2000,True
7,Vin Baker,C,28,SEA,5,177,10.2,.424,.013,.227,10.0,15.0,12.4,10.2,1.5,0.9,16.2,25.6,,-0.3,0.1,-0.2,-0.043,,-3.7,-1.8,-5.5,-0.2,2000,True
8,Brent Barry,SG,28,SEA,5,155,9.7,.536,.606,.424,2.2,7.8,4.9,14.9,1.0,1.5,15.2,13.7,,0.2,0.1,0.2,.072,,-1.2,0.0,-1.2,0.0,2000,True
9,Jon Barry,SG,30,SAC,5,102,18.5,.695,.571,.762,2.1,9.9,6.1,19.2,1.5,0.0,12.5,14.2,,0.4,0.0,0.4,.169,,3.8,1.1,4.9,0.2,2000,True
10,Jonathan Bender,SF,19,IND,9,21,23.9,.694,.167,1.000,0.0,16.5,8.4,0.0,2.6,0.0,0.0,19.5,,0.1,0.0,0.1,.247,,4.9,3.1,8.0,0.0,2000,True
11,Travis Best,PG,27,IND,23,463,17.0,.514,.168,.246,3.9,10.5,7.3,25.5,2.2,0.6,11.2,22.9,,0.8,0.4,1.2,.120,,1.0,1.0,2.0,0.5,2000,True
12,Corie Blount,PF,31,PHO,9,162,13.0,.565,.000,.581,16.2,20.4,18.3,3.1,2.0,2.7,25.0,14.3,,0.1,0.3,0.4,.113,,-3.0,2.1,-1.0,0.0,2000,True
13,Muggsy Bogues,PG,35,TOR,3,87,4.5,.358,.429,.143,3.9,4.4,4.2,11.3,2.6,0.0,15.2,14.2,,-0.1,0.1,-0.1,-0.034,,-3.3,-1.5,-4.8,-0.1,2000,True
14,Lazaro Borrell,SF,27,SEA,2,26,19.3,.571,.000,.571,12.8,37.1,24.5,6.7,0.0,0.0,10.2,17.3,,0.1,0.0,0.1,.163,,2.0,-1.0,1.1,0.0,2000,True
15,Bruce Bowen,SF,28,MIA,10,157,7.4,.514,.815,.593,0.8,6.8,3.8,8.9,2.5,2.1,15.0,12.6,,0.0,0.3,0.4,.112,,-3.3,3.4,0.1,0.1,2000,True
16,Ira Bowman,SG,26,PHI,7,11,-4.7,.000,.500,1.000,0.0,0.0,0.0,25.8,0.0,0.0,0.0,12.0,,-0.1,0.0,-0.1,-0.261,,-7.8,-4.9,-12.7,0.0,2000,True
17,Terrell Brandon,PG,29,MIN,4,162,23.3,.575,.175,.175,3.2,16.8,9.7,40.7,1.1,0.0,10.5,23.4,,0.6,0.1,0.7,.199,,6.2,0.1,6.2,0.3,2000,True
18,Dee Brown,PG,31,TOR,3,19,-4.1,.000,.750,.000,0.0,13.5,6.3,18.3,5.9,0.0,20.0,12.4,,-0.1,0.0,-0.1,-0.165,,-14.1,1.4,-12.7,-0.1,2000,True
19,P.J. Brown,PF,30,MIA,10,308,10.6,.443,.000,.073,10.0,21.7,15.8,6.8,1.5,1.1,11.5,15.3,,0.0,0.7,0.7,.106,,-2.4,0.4,-2.0,0.0,2000,True
20,Rick Brunson,PG,27,NYK,3,4,4.5,.000,.000,.000,0.0,0.0,0.0,38.7,14.3,0.0,0.0,12.8,,0.0,0.0,0.0,-0.010,,-17.9,20.7,2.8,0.0,2000,True
21,Kobe Bryant*,SG,21,LAL,22,857,19.3,.517,.162,.320,3.4,9.9,6.6,19.8,2.0,2.9,10.9,26.7,,1.5,0.5,2.1,.115,,3.2,1.1,4.2,1.4,2000,True
22,Jud Buechler,SF,31,DET,3,34,4.8,.429,.714,.000,0.0,15.4,7.5,5.6,0.0,2.3,0.0,10.1,,0.0,0.0,0.0,.050,,-1.5,0.6,-0.9,0.0,2000,True
23,Rodney Buford,SG,22,MIA,1,16,23.7,.619,.250,.250,0.0,7.4,3.7,16.1,0.0,0.0,0.0,27.4,,0.1,0.0,0.1,.305,,3.9,2.5,6.3,0.0,2000,True
24,Marcus Camby,C,25,NYK,16,386,10.6,.386,.012,.360,11.1,23.3,17.3,2.7,1.2,5.0,10.7,14.8,,-0.3,0.8,0.5,.064,,-2.7,0.8,-2.0,0.0,2000,True
25,Elden Campbell,C,31,CHH,4,150,13.8,.536,.021,.298,7.2,18.1,12.8,5.2,0.8,2.0,13.1,19.6,,0.2,0.1,0.2,.079,,-1.6,-2.0,-3.6,-0.1,2000,True
26,Anthony Carter,PG,24,MIA,10,275,14.0,.458,.078,.208,3.5,13.9,8.7,39.1,2.5,0.6,21.5,19.2,,-0.1,0.6,0.5,.094,,-0.6,2.1,1.5,0.2,2000,True
27,Vince Carter*,SF,23,TOR,3,119,18.2,.456,.200,.620,8.6,9.7,9.1,35.5,1.4,2.9,11.2,28.3,,0.2,0.1,0.3,.123,,4.7,-0.3,4.4,0.2,2000,True
28,Sam Cassell,PG,30,MIL,5,178,18.5,.486,.069,.292,0.0,10.3,5.4,40.8,1.2,0.0,10.0,23.4,,0.4,0.1,0.5,.130,,2.2,-1.0,1.2,0.1,2000,True
29,Chris Childs,PG,32,NYK,16,334,10.2,.528,.400,.400,0.4,12.6,6.6,20.7,1.2,0.0,14.5,14.8,,0.3,0.4,0.7,.098,,-3.1,1.3,-1.8,0.0,2000,True
30,Doug Christie,SG,29,TOR,3,61,5.1,.384,.615,.462,1.9,8.4,4.9,18.7,3.7,1.4,20.4,15.2,,-0.1,0.1,0.0,-0.007,,-4.8,0.8,-4.0,0.0,2000,True
31,Derrick Coleman,PF,32,CHH,4,169,22.8,.584,.281,.491,7.1,26.8,17.2,16.7,1.0,5.4,15.8,23.4,,0.4,0.2,0.6,.168,,4.2,1.6,5.8,0.3,2000,True
32,Tyrone Corbin,SF,37,SAC,3,23,9.5,.368,.400,.200,4.7,17.6,11.3,21.3,0.0,0.0,0.0,10.7,,0.0,0.0,0.0,.017,,-0.3,0.3,0.0,0.0,2000,True
33,Austin Croshere,PF,24,IND,23,490,17.5,.565,.242,.569,7.6,18.4,13.1,6.5,1.0,2.3,11.6,20.9,,1.1,0.4,1.5,.149,,1.4,0.1,1.5,0.4,2000,True
34,John Crotty,PG,30,DET,3,51,-0.6,.276,.300,.200,0.0,10.3,5.0,14.4,1.0,1.6,26.9,14.3,,-0.2,0.1,-0.1,-0.126,,-6.5,-1.7,-8.2,-0.1,2000,True
35,Dell Curry,SG,35,TOR,3,30,9.0,.717,.750,.500,3.8,4.3,4.0,6.5,3.7,0.0,29.1,10.8,,0.0,0.0,0.0,.076,,-2.7,0.7,-2.0,0.0,2000,True
36,Michael Curry,SG,31,DET,3,79,11.4,.546,.000,.261,0.0,5.0,2.4,8.8,0.7,1.0,7.2,17.1,,0.1,0.1,0.1,.087,,0.5,0.4,0.9,0.1,2000,True
37,Antonio Daniels,SG,24,SAS,4,82,13.9,.505,.348,.565,2.5,9.8,6.2,15.3,4.5,0.0,17.3,19.2,,0.0,0.2,0.2,.126,,-0.9,4.2,3.2,0.1,2000,True
38,Antonio Davis,C,31,TOR,3,105,18.1,.647,.000,.583,7.6,22.0,14.3,6.4,0.5,3.3,11.7,15.3,,0.3,0.1,0.4,.187,,1.9,0.3,2.2,0.1,2000,True
39,Baron Davis,PG,20,CHH,4,57,14.9,.464,.261,.174,6.3,6.0,6.1,22.0,4.0,0.0,10.8,23.4,,0.0,0.0,0.1,.047,,-0.1,0.5,0.4,0.0,2000,True
40,Dale Davis,C,30,IND,23,714,16.4,.537,.000,.391,14.0,29.2,21.7,3.9,0.8,3.1,9.2,12.9,,1.4,1.0,2.3,.157,,0.9,0.3,1.2,0.6,2000,True
41,Todd Day,SG,30,PHO,9,100,11.6,.533,.457,.286,6.3,4.3,5.3,7.5,2.1,0.7,9.2,19.4,,0.1,0.1,0.2,.108,,-1.0,1.0,0.1,0.1,2000,True
42,Vinny Del Negro,PG,33,MIL,5,93,9.7,.433,.067,.000,0.0,9.3,4.9,14.9,1.7,0.0,9.1,16.4,,0.0,0.0,0.0,.011,,-2.6,-0.9,-3.5,0.0,2000,True
43,Tony Delk,PG,26,SAC,5,101,19.5,.548,.122,.561,11.7,7.0,9.3,13.3,1.6,0.0,13.5,26.5,,0.2,0.0,0.2,.089,,2.5,-0.7,1.9,0.1,2000,True
44,Derrick Dial,SG,24,SAS,2,8,24.8,.512,.000,.500,25.9,0.0,12.7,0.0,0.0,0.0,0.0,27.7,,0.0,0.0,0.0,.224,,8.7,-2.4,6.4,0.0,2000,True
45,Vlade Divac*,C,31,SAC,5,160,12.6,.423,.036,.411,6.0,17.1,11.7,15.2,2.3,1.6,12.0,21.2,,-0.1,0.1,0.0,-0.002,,-2.0,0.8,-1.2,0.0,2000,True
46,Chris Dudley,C,34,NYK,5,43,9.7,.694,.000,1.000,14.2,19.0,16.6,7.5,1.3,1.9,25.8,4.6,,0.1,0.1,0.2,.185,,-3.1,2.5,-0.6,0.0,2000,True
47,Howard Eisley,PG,27,UTA,10,200,5.3,.432,.345,.164,0.6,9.8,5.4,15.7,1.6,0.4,18.1,17.3,,-0.3,0.1,-0.2,-0.037,,-4.6,-1.0,-5.7,-0.2,2000,True
48,Mario Elie,SF,36,SAS,4,115,8.5,.501,.318,.818,4.5,10.4,7.5,11.3,2.3,0.0,28.6,16.6,,-0.1,0.3,0.1,.054,,-2.6,1.4,-1.2,0.0,2000,True
49,Sean Elliott,SF,31,SAS,4,119,8.5,.460,.325,.200,0.9,17.6,9.4,9.1,0.0,1.2,8.4,18.1,,0.0,0.3,0.2,.090,,-2.1,1.2,-0.9,0.0,2000,True
50,Patrick Ewing*,C,37,NYK,14,461,17.9,.488,.000,.524,7.7,26.3,17.2,2.6,2.0,3.6,11.4,26.3,,0.0,1.0,1.0,.105,,0.0,1.4,1.4,0.4,2000,True
51,Derek Fisher,PG,25,LAL,21,322,13.5,.550,.367,.316,1.4,6.6,3.9,19.0,1.8,0.2,9.1,13.9,,0.7,0.1,0.8,.114,,0.1,1.5,1.7,0.3,2000,True
52,Greg Foster,PF,31,SEA,5,68,3.3,.453,.263,.105,1.6,17.7,9.4,2.4,0.0,1.1,13.1,15.5,,-0.1,0.0,0.0,-0.017,,-7.0,-1.2,-8.2,-0.1,2000,True
53,Rick Fox,SF,30,LAL,23,331,10.3,.608,.534,.288,3.7,9.6,6.6,12.5,1.4,0.0,16.3,13.4,,0.6,0.1,0.7,.095,,-2.2,0.9,-1.2,0.1,2000,True
54,Lawrence Funderburke,PF,29,SAC,4,34,16.2,.465,.000,.444,12.6,20.8,16.8,0.0,1.5,0.0,0.0,14.3,,0.1,0.0,0.1,.087,,2.9,-2.8,0.1,0.0,2000,True
55,Kevin Garnett*,PF,23,MIN,4,171,20.5,.441,.038,.205,9.9,25.1,17.2,38.0,1.7,1.5,11.5,28.1,,0.2,0.2,0.4,.102,,5.2,2.3,7.4,0.4,2000,True
56,Dean Garrett,C,33,MIN,3,16,9.3,.521,.000,1.000,8.2,9.0,8.5,0.0,0.0,5.3,0.0,9.0,,0.0,0.0,0.0,.093,,-2.6,-0.4,-2.9,0.0,2000,True
57,Matt Geiger,C,30,PHI,8,128,24.0,.574,.000,.500,14.9,21.8,18.2,3.1,2.1,1.3,7.6,23.7,,0.5,0.1,0.6,.227,,1.8,0.3,2.1,0.1,2000,True
58,Devean George,SF,22,LAL,9,45,13.0,.461,.526,.579,9.9,15.7,12.7,7.2,1.2,0.0,11.2,27.0,,0.0,0.0,0.0,.024,,-0.5,-2.0,-2.6,0.0,2000,True
59,Armen Gilliam,PF,35,UTA,10,132,2.9,.338,.000,.283,5.6,20.1,13.1,5.3,1.7,2.4,17.5,22.8,,-0.6,0.2,-0.4,-0.147,,-7.3,-1.6,-9.0,-0.2,2000,True
60,Brian Grant,PF,27,POR,16,320,12.3,.529,.000,.600,14.7,21.7,18.2,4.3,1.0,1.5,17.1,15.1,,0.4,0.4,0.8,.126,,-1.3,0.0,-1.2,0.1,2000,True
61,Gary Grant,PG,34,POR,2,8,-2.1,.174,.000,1.000,0.0,0.0,0.0,18.5,0.0,0.0,0.0,17.6,,0.0,0.0,0.0,-0.184,,-6.0,-4.6,-10.6,0.0,2000,True
62,Horace Grant,PF,34,SEA,5,185,10.2,.417,.000,.148,4.8,15.0,9.7,8.1,2.3,2.0,3.4,7.4,,0.1,0.2,0.3,.081,,-1.0,2.2,1.2,0.2,2000,True
63,A.C. Green,PF,36,LAL,23,429,10.6,.449,.000,.256,11.2,14.6,12.8,4.4,1.7,0.6,8.2,11.5,,0.4,0.2,0.6,.071,,-1.4,0.1,-1.3,0.1,2000,True
64,Darvin Ham,SF,26,MIL,5,144,10.8,.596,.059,.529,14.2,9.0,11.4,6.8,0.4,4.1,25.0,9.0,,0.2,0.1,0.2,.079,,-1.0,0.2,-0.8,0.0,2000,True
65,Tom Hammonds,PF,32,MIN,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.015,,-2.2,-2.6,-4.9,0.0,2000,True
66,Anfernee Hardaway,SG,28,PHO,9,386,18.3,.531,.131,.428,3.8,8.3,6.0,25.3,1.9,1.7,12.7,22.8,,0.7,0.5,1.1,.140,,3.6,2.0,5.6,0.7,2000,True
67,Tim Hardaway*,PG,33,MIA,7,182,8.7,.373,.500,.147,0.7,9.2,4.9,34.4,1.6,0.0,13.2,22.6,,-0.3,0.3,0.0,.005,,-0.7,-1.2,-1.9,0.0,2000,True
68,Ron Harper,PG,36,LAL,23,643,13.6,.491,.215,.260,5.2,10.1,7.6,17.4,1.9,1.6,12.2,16.2,,0.8,0.3,1.1,.080,,-0.1,1.4,1.3,0.5,2000,True
69,Grant Hill*,SF,27,DET,2,55,9.5,.539,.125,.625,0.0,26.2,12.7,34.5,1.0,0.0,32.9,27.0,,-0.1,0.1,0.0,-0.038,,-2.8,-0.6,-3.4,0.0,2000,True
70,Tyrone Hill,PF,31,PHI,10,352,15.4,.515,.010,.440,11.5,21.1,16.1,4.5,1.4,0.2,9.1,17.1,,0.6,0.2,0.8,.114,,-0.1,-0.5,-0.6,0.1,2000,True
71,Jeff Hornacek,SG,36,UTA,10,297,13.5,.511,.216,.235,3.7,8.2,6.0,20.4,1.8,0.0,11.8,20.6,,0.3,0.1,0.4,.069,,0.7,-0.1,0.6,0.2,2000,True
72,Robert Horry,PF,29,LAL,23,618,13.2,.514,.407,.393,6.9,16.2,11.4,13.8,1.7,2.4,15.0,14.7,,0.8,0.5,1.2,.096,,-0.3,2.1,1.8,0.6,2000,True
73,Allan Houston,SG,28,NYK,16,654,13.8,.533,.162,.277,0.6,8.7,4.7,8.1,1.7,0.4,12.0,23.5,,0.3,0.7,1.0,.071,,0.4,0.1,0.5,0.4,2000,True
74,Lindsey Hunter,PG,29,DET,3,93,5.6,.361,.281,.188,0.0,9.9,4.8,11.3,2.9,0.9,12.6,20.8,,-0.3,0.2,-0.2,-0.080,,-3.2,0.3,-2.9,0.0,2000,True
75,Allen Iverson*,SG,24,PHI,10,444,16.6,.472,.165,.388,3.5,7.1,5.3,20.3,1.5,0.2,10.3,32.0,,0.3,0.0,0.4,.040,,2.2,-1.5,0.7,0.3,2000,True
76,Bobby Jackson,PG,26,MIN,3,30,26.5,.705,.375,.750,0.0,23.9,11.4,23.0,3.9,2.8,15.8,21.1,,0.1,0.1,0.2,.305,,5.2,7.6,12.8,0.1,2000,True
77,Jaren Jackson,SG,32,SAS,2,19,3.3,.210,.333,1.333,0.0,5.3,2.7,17.9,2.8,0.0,0.0,11.4,,0.0,0.0,0.0,.001,,-4.0,1.4,-2.7,0.0,2000,True
78,Mark Jackson,PG,34,IND,23,634,17.0,.493,.381,.176,2.3,13.5,8.0,45.6,1.6,0.2,18.5,17.4,,1.1,0.4,1.5,.117,,2.8,-0.3,2.5,0.7,2000,True
79,Avery Johnson,PG,34,SAS,4,144,11.8,.498,.000,.333,1.4,4.9,3.2,31.9,1.5,0.0,17.2,18.3,,0.0,0.3,0.3,.092,,-0.7,0.3,-0.4,0.1,2000,True
80,Ervin Johnson,C,32,MIL,5,155,14.2,.555,.000,.900,10.8,24.3,17.9,1.8,2.1,2.8,9.7,9.2,,0.3,0.2,0.5,.156,,-0.1,1.0,0.9,0.1,2000,True
81,Kevin Johnson,PG,33,PHO,9,129,4.9,.366,.081,.162,0.0,10.7,5.3,29.5,1.2,0.6,24.7,18.2,,-0.3,0.1,-0.2,-0.072,,-4.7,-0.9,-5.6,-0.1,2000,True
82,Larry Johnson,PF,30,NYK,16,589,11.4,.539,.217,.224,3.1,12.9,8.1,8.4,0.8,0.3,12.1,16.5,,0.4,0.6,1.0,.084,,-0.4,0.0,-0.4,0.2,2000,True
83,Eddie Jones,SG,28,CHH,4,171,18.4,.523,.448,.276,2.8,10.6,6.8,21.1,3.3,1.3,7.1,19.7,,0.4,0.1,0.5,.154,,3.5,1.2,4.6,0.3,2000,True
84,Jumaine Jones,SF,20,PHI,4,8,1.4,.333,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,,0.0,0.0,0.0,-0.116,,-3.4,-4.1,-7.5,0.0,2000,True
85,Jerome Kersey,SF,37,SAS,2,25,0.2,.143,.000,.000,8.3,8.0,8.1,7.3,4.2,2.8,12.5,14.5,,-0.1,0.1,0.0,-0.072,,-8.8,3.8,-4.9,0.0,2000,True
86,Jason Kidd*,PG,26,PHO,6,229,14.3,.500,.400,.164,3.7,14.9,9.2,38.5,2.5,0.3,28.1,16.0,,0.0,0.4,0.4,.075,,1.5,1.8,3.3,0.3,2000,True
87,Travis Knight,C,25,LAL,14,48,3.7,.510,.000,.400,7.0,4.9,6.0,0.0,1.1,4.9,25.4,22.3,,-0.1,0.0,-0.1,-0.094,,-11.2,0.5,-10.6,-0.1,2000,True
88,Toni Kukoč*,SF,31,PHI,10,257,10.9,.463,.366,.183,3.1,14.2,8.4,11.7,2.1,1.0,13.0,20.6,,-0.1,0.2,0.1,.013,,-1.3,0.4,-0.9,0.1,2000,True
89,Christian Laettner,C,30,DET,3,75,8.6,.487,.000,.471,3.3,22.7,12.7,16.3,0.0,1.1,12.8,15.3,,0.0,0.1,0.1,.077,,-2.7,0.7,-2.1,0.0,2000,True
90,Quincy Lewis,SG,22,UTA,8,106,6.7,.445,.222,.185,2.3,14.2,8.4,3.2,1.5,5.2,9.3,14.6,,-0.1,0.1,0.1,.028,,-4.7,2.6,-2.1,0.0,2000,True
