Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Season,Playoffs
91,Rashard Lewis,SF,20,SEA,5,157,18.2,.568,.322,.339,8.5,14.6,11.4,3.4,1.7,1.4,12.9,22.8,,0.3,0.1,0.4,.126,,2.6,-0.4,2.2,0.2,2000,True
92,Randy Livingston,PG,24,PHO,7,63,0.5,.259,.222,.000,3.3,8.5,5.9,10.6,3.4,1.2,12.9,22.0,,-0.3,0.1,-0.2,-0.151,,-6.2,0.6,-5.7,-0.1,2000,True
93,Luc Longley,C,31,PHO,9,162,3.8,.363,.000,.059,7.8,11.9,9.8,8.4,1.3,1.8,16.0,17.2,,-0.3,0.2,-0.1,-0.032,,-6.8,0.2,-6.6,-0.2,2000,True
94,George Lynch,SF,29,PHI,10,293,10.2,.405,.108,.277,9.9,18.7,14.1,7.6,1.7,1.4,9.9,12.7,,0.1,0.2,0.3,.049,,-2.1,0.7,-1.4,0.0,2000,True
95,Todd MacCulloch,C,24,PHI,5,24,20.7,.709,.000,2.000,14.0,30.4,21.9,0.0,0.0,0.0,0.0,10.8,,0.1,0.0,0.1,.256,,4.8,-1.1,3.7,0.0,2000,True
96,Dan Majerle,SG,34,MIA,10,372,14.2,.583,.704,.197,1.6,20.8,11.2,15.5,3.2,0.2,12.5,11.7,,0.5,1.0,1.5,.190,,0.5,4.7,5.2,0.7,2000,True
97,Karl Malone*,PF,36,UTA,10,386,25.8,.584,.010,.399,6.1,20.9,13.7,19.0,1.0,1.4,10.4,32.3,,1.2,0.3,1.6,.194,,6.8,0.6,7.3,0.9,2000,True
98,Danny Manning,PF,33,MIL,1,5,-5.2,.000,.000,.000,0.0,21.5,11.3,0.0,0.0,0.0,0.0,9.2,,0.0,0.0,0.0,-0.183,,-7.2,-4.3,-11.5,0.0,2000,True
99,Shawn Marion,SF,21,PHO,9,281,13.8,.451,.070,.128,7.8,22.0,14.9,4.4,1.1,3.7,7.2,15.5,,0.1,0.5,0.6,.103,,0.3,0.7,1.0,0.2,2000,True
100,Darrick Martin,PG,28,SAC,2,21,8.8,.465,.333,.444,5.1,9.6,7.4,17.1,2.5,0.0,21.8,29.6,,0.0,0.0,0.0,-0.099,,-3.8,-1.8,-5.6,0.0,2000,True
101,Jamal Mashburn,SF,27,MIA,10,423,13.1,.499,.210,.268,2.5,10.4,6.5,15.5,1.5,0.4,12.0,23.3,,0.1,0.8,0.9,.105,,0.5,0.1,0.6,0.3,2000,True
102,Anthony Mason,SF,33,CHH,4,179,14.2,.534,.026,.526,10.7,14.5,12.7,22.2,1.3,0.0,21.7,16.1,,0.2,0.1,0.3,.072,,1.1,-1.0,0.1,0.1,2000,True
103,Jelani McCoy,C,22,SEA,3,26,-2.1,.316,.000,.600,0.0,27.8,13.3,11.9,0.0,0.0,24.0,14.7,,-0.1,0.0,-0.1,-0.136,,-10.3,-0.9,-11.2,-0.1,2000,True
104,Tracy McGrady*,SF,20,TOR,3,111,15.3,.490,.159,.364,10.2,12.7,11.4,19.2,1.5,2.3,16.4,25.9,,0.0,0.1,0.2,.067,,1.7,-1.0,0.7,0.1,2000,True
105,Derrick McKey,SF,33,IND,23,352,7.2,.576,.188,.625,8.5,17.7,13.2,5.8,1.1,0.8,31.8,8.1,,0.1,0.3,0.4,.057,,-2.8,0.8,-2.0,0.0,2000,True
106,Aaron McKie,SG,27,PHI,10,331,17.5,.592,.340,.301,1.4,11.8,6.3,25.1,0.7,0.5,12.1,18.4,,0.9,0.0,0.9,.137,,2.5,1.2,3.7,0.5,2000,True
107,Brad Miller,C,23,CHH,4,62,15.8,.636,.000,.882,15.5,9.1,12.2,9.5,0.0,3.7,27.6,25.3,,0.1,0.0,0.1,.059,,-2.6,-1.4,-4.0,0.0,2000,True
108,Oliver Miller,C,29,PHO,7,37,-0.3,.279,.333,.444,5.7,17.3,11.4,4.2,0.0,4.0,15.7,15.4,,-0.1,0.1,-0.1,-0.081,,-9.5,-0.9,-10.4,-0.1,2000,True
109,Reggie Miller*,SG,34,IND,22,892,21.8,.596,.382,.335,1.2,5.7,3.5,12.7,1.4,0.8,6.0,25.0,,3.3,0.3,3.6,.195,,5.5,0.1,5.7,1.7,2000,True
110,Terry Mills,PF,32,DET,3,77,11.5,.787,.600,.133,0.0,10.2,4.9,2.8,1.4,0.0,11.2,11.3,,0.2,0.1,0.3,.165,,1.6,1.5,3.1,0.1,2000,True
111,Sam Mitchell,SF,36,MIN,4,68,10.3,.595,.278,.167,3.8,10.5,7.0,5.1,0.0,1.3,17.2,17.2,,0.0,0.0,0.1,.040,,-0.4,-1.6,-2.0,0.0,2000,True
112,Eric Montross,C,28,DET,2,5,-1.0,,,,0.0,52.4,25.4,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.107,,-9.0,1.8,-7.2,0.0,2000,True
113,Mikki Moore,C,24,DET,3,42,17.7,.580,.000,.667,20.5,15.6,18.1,15.4,1.3,0.0,20.5,22.7,,0.1,0.1,0.2,.181,,0.9,-0.4,0.5,0.0,2000,True
114,Alonzo Mourning*,C,29,MIA,10,376,23.8,.542,.006,.611,9.8,21.9,15.8,8.6,0.3,7.1,10.8,29.3,,0.7,1.0,1.7,.217,,3.7,1.8,5.5,0.7,2000,True
115,Chris Mullin*,SG,36,IND,9,90,16.5,.600,.381,.524,2.7,15.4,9.2,9.1,3.6,0.8,13.4,15.7,,0.2,0.1,0.3,.148,,0.8,2.8,3.6,0.1,2000,True
116,Rasho Nesterović,C,23,MIN,4,126,7.8,.452,.000,.240,5.2,9.1,7.0,7.6,1.4,4.7,12.6,12.6,,0.0,0.1,0.1,.032,,-3.9,1.7,-2.1,0.0,2000,True
117,Jermaine O'Neal,C,21,POR,8,38,9.5,.401,.000,.818,6.7,16.6,11.7,4.4,0.0,6.5,0.0,19.2,,0.0,0.1,0.1,.089,,-4.7,0.5,-4.3,0.0,2000,True
118,Shaquille O'Neal*,C,27,LAL,23,1000,30.5,.556,.000,.586,13.3,27.8,20.4,14.5,0.7,4.3,8.1,31.3,,3.6,1.1,4.7,.224,,8.0,0.2,8.1,2.6,2000,True
119,Charles Oakley,PF,36,TOR,3,110,13.1,.510,.241,.034,2.1,24.5,12.6,22.3,3.0,0.8,14.5,14.7,,0.0,0.2,0.2,.098,,-1.4,2.8,1.5,0.1,2000,True
120,Kevin Ollie,PG,27,PHI,10,65,16.9,.627,.000,.750,0.0,9.4,4.5,30.1,1.7,0.0,15.8,13.4,,0.2,0.0,0.2,.151,,1.1,2.6,3.7,0.1,2000,True
121,Greg Ostertag,C,26,UTA,8,172,12.0,.523,.000,1.158,13.6,17.4,15.6,1.8,0.6,7.8,21.8,10.2,,0.1,0.2,0.3,.076,,-2.2,1.3,-1.0,0.0,2000,True
122,Scott Padgett,PF,23,UTA,8,59,9.4,.469,.563,.000,6.3,27.4,17.2,14.4,0.9,2.7,20.0,16.3,,0.0,0.1,0.0,.027,,-2.5,2.0,-0.5,0.0,2000,True
123,Ruben Patterson,SF,24,SEA,5,84,19.9,.629,.077,.577,11.9,8.6,10.3,4.3,1.9,1.8,19.7,22.2,,0.2,0.1,0.2,.138,,2.3,0.0,2.3,0.1,2000,True
124,Gary Payton*,PG,31,SEA,5,221,22.2,.518,.204,.230,4.0,16.4,9.9,33.6,2.2,0.3,12.6,29.6,,0.5,0.2,0.7,.144,,4.4,0.7,5.0,0.4,2000,True
125,Anthony Peeler,SG,30,MIN,4,90,14.1,.545,.417,.333,2.9,11.1,6.8,9.4,1.9,0.9,3.5,15.9,,0.2,0.1,0.2,.131,,0.7,1.1,1.8,0.1,2000,True
126,Sam Perkins,PF,38,IND,23,417,8.6,.481,.629,.200,4.9,15.5,10.3,3.7,0.5,1.0,6.5,13.9,,0.3,0.2,0.5,.061,,-0.5,-0.8,-1.4,0.1,2000,True
127,Chuck Person,SF,35,SEA,2,2,-20.8,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,,0.0,0.0,0.0,-0.549,,-31.9,-21.1,-53.0,0.0,2000,True
128,Scottie Pippen*,SF,34,POR,16,614,17.5,.522,.354,.354,4.6,19.0,11.8,20.8,2.9,0.9,13.9,21.2,,0.8,1.0,1.8,.140,,2.7,2.6,5.3,1.1,2000,True
129,Scot Pollard,C,24,SAC,5,70,9.6,.536,.000,.375,9.2,14.5,11.9,2.5,1.5,0.9,13.9,14.0,,0.0,0.0,0.1,.040,,-4.6,-0.5,-5.1,-0.1,2000,True
130,Olden Polynice,C,35,UTA,10,260,9.9,.540,.000,.115,11.4,18.6,15.1,3.3,0.6,2.4,19.2,12.5,,0.1,0.2,0.3,.052,,-2.4,0.1,-2.3,0.0,2000,True
131,Terry Porter,PG,36,SAS,4,89,1.1,.323,.452,.000,0.0,1.1,0.6,11.3,3.6,0.0,18.4,19.4,,-0.4,0.2,-0.2,-0.093,,-4.7,-0.5,-5.2,-0.1,2000,True
132,Theo Ratliff,PF,26,PHI,10,374,17.0,.534,.000,.465,8.4,16.6,12.3,4.2,1.5,6.6,12.3,17.0,,0.5,0.4,0.9,.112,,-0.4,2.0,1.6,0.3,2000,True
133,Glen Rice,SF,32,LAL,23,766,12.1,.533,.294,.390,1.5,12.6,6.9,9.6,1.0,0.4,11.9,17.9,,0.9,0.2,1.1,.067,,-0.1,-0.7,-0.8,0.2,2000,True
134,Clifford Robinson,SF,33,PHO,9,333,14.3,.479,.276,.310,5.7,11.5,8.6,10.8,1.8,1.6,9.8,24.5,,0.2,0.4,0.6,.088,,1.5,0.4,1.8,0.3,2000,True
135,David Robinson*,C,34,SAS,4,155,25.6,.463,.012,.506,11.4,24.5,18.1,16.6,2.4,5.4,7.3,32.1,,0.2,0.5,0.7,.220,,5.3,3.2,8.4,0.4,2000,True
136,Eddie Robinson,SF,23,CHH,4,45,12.5,.466,.000,.167,2.7,5.0,3.9,16.3,2.5,1.7,7.2,14.8,,0.0,0.0,0.1,.061,,0.6,0.5,1.1,0.0,2000,True
137,Glenn Robinson,SF,27,MIL,5,174,11.2,.454,.089,.165,0.0,13.0,6.8,12.4,2.5,1.7,15.0,26.4,,-0.3,0.2,-0.1,-0.022,,-2.2,-0.3,-2.6,0.0,2000,True
138,Rodney Rogers,PF,28,PHO,9,263,16.9,.494,.313,.270,6.4,18.3,12.3,10.4,2.0,2.8,10.4,24.4,,0.2,0.5,0.6,.118,,1.9,1.7,3.6,0.4,2000,True
139,Jalen Rose,SF,27,IND,23,964,15.9,.533,.179,.340,1.2,10.9,6.2,14.8,0.9,0.8,10.0,24.6,,1.5,0.4,1.9,.094,,1.4,-0.8,0.5,0.6,2000,True
140,Malik Rose,PF,25,SAS,4,83,7.1,.478,.000,.500,6.3,16.9,11.7,2.4,1.3,2.5,24.2,15.8,,-0.1,0.2,0.1,.051,,-5.0,1.4,-3.7,0.0,2000,True
141,Bryon Russell,SF,29,UTA,10,371,14.2,.530,.395,.360,3.0,13.4,8.3,10.1,2.4,1.1,10.2,19.0,,0.4,0.3,0.7,.091,,0.6,0.9,1.6,0.3,2000,True
142,Arvydas Sabonis*,C,35,POR,16,493,14.9,.528,.140,.327,4.9,22.6,13.8,11.7,1.6,2.2,13.2,19.6,,0.5,0.8,1.2,.121,,0.4,1.5,1.9,0.5,2000,True
143,John Salley,C,35,LAL,18,78,11.9,.489,.000,.769,12.9,19.7,16.2,7.2,0.7,6.1,18.7,12.4,,0.1,0.1,0.1,.091,,-2.9,2.7,-0.3,0.0,2000,True
144,Detlef Schrempf,SF,37,POR,15,276,13.3,.548,.107,.839,4.6,19.7,12.2,18.2,0.8,0.0,16.4,16.2,,0.5,0.3,0.8,.132,,0.3,1.0,1.3,0.2,2000,True
145,Malik Sealy,SF,29,MIN,4,122,12.0,.520,.073,.390,5.4,15.3,10.1,7.3,1.0,0.0,14.3,23.0,,0.0,0.1,0.1,.032,,-1.0,-1.5,-2.5,0.0,2000,True
146,Brian Shaw,SG,33,LAL,22,408,13.5,.522,.449,.150,1.9,12.7,7.2,24.7,1.4,0.8,13.0,14.5,,0.7,0.2,0.9,.101,,0.5,1.8,2.4,0.4,2000,True
147,Joe Smith,C,24,MIN,4,79,7.7,.503,.059,.118,11.6,9.1,10.4,2.1,2.2,1.1,18.3,13.9,,0.0,0.1,0.1,.036,,-4.6,-1.1,-5.7,-0.1,2000,True
148,Steve Smith,SG,30,POR,16,604,18.5,.636,.293,.431,2.7,5.7,4.2,13.7,1.8,0.5,11.1,19.6,,1.9,0.5,2.5,.195,,4.6,1.1,5.7,1.2,2000,True
149,Rik Smits,C,33,IND,22,461,17.2,.537,.005,.193,6.3,13.5,10.0,9.1,1.2,3.1,10.7,25.9,,0.6,0.4,1.0,.102,,-1.2,0.7,-0.6,0.2,2000,True
150,Eric Snow,PG,26,PHI,5,138,16.2,.565,.129,.129,0.0,8.8,4.2,42.5,1.6,0.6,17.6,13.2,,0.3,0.0,0.4,.122,,1.5,1.4,3.0,0.2,2000,True
151,Latrell Sprewell,SF,29,NYK,16,700,15.3,.491,.113,.331,2.1,9.7,6.0,17.0,1.5,0.6,10.8,25.0,,0.2,0.7,1.0,.067,,1.2,0.2,1.4,0.6,2000,True
152,Jerry Stackhouse,SG,25,DET,3,120,15.3,.509,.119,.525,1.0,12.0,6.3,21.7,0.9,0.0,16.2,35.3,,-0.1,0.1,0.0,.003,,2.7,-2.0,0.7,0.1,2000,True
153,John Stockton*,PG,37,UTA,10,350,18.4,.548,.202,.337,2.5,7.6,5.1,51.4,2.0,0.5,20.3,17.6,,0.8,0.2,1.0,.132,,3.5,0.1,3.5,0.5,2000,True
154,Peja Stojaković,SF,22,SAC,5,129,10.3,.500,.325,.225,1.7,11.8,6.9,4.0,1.6,0.0,10.2,17.2,,0.0,0.0,0.0,-0.003,,-0.6,-1.1,-1.7,0.0,2000,True
155,Damon Stoudamire,PG,26,POR,16,447,12.1,.488,.222,.178,2.3,9.6,6.0,23.6,1.0,0.7,11.5,18.0,,0.4,0.4,0.8,.084,,-0.1,-0.2,-0.3,0.2,2000,True
156,Mark Strickland,SF,29,MIA,1,10,2.5,.258,.000,.667,0.0,0.0,0.0,0.0,11.4,0.0,20.5,24.1,,-0.1,0.0,0.0,-0.191,,-6.6,4.3,-2.3,0.0,2000,True
157,Wally Szczerbiak,SF,22,MIN,4,94,6.9,.400,.100,.000,2.8,9.1,5.8,3.6,1.9,0.9,3.2,16.5,,-0.1,0.1,0.0,-0.011,,-3.1,-1.2,-4.3,-0.1,2000,True
158,Žan Tabak,C,29,IND,10,47,12.9,.615,.000,.500,10.2,29.5,20.1,0.0,0.0,3.0,9.3,10.9,,0.1,0.1,0.2,.170,,-1.7,1.1,-0.6,0.0,2000,True
159,John Thomas,C,24,TOR,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.008,,-0.1,-0.9,-1.0,0.0,2000,True
160,Kurt Thomas,PF,27,NYK,16,251,9.8,.528,.000,.164,8.7,14.9,11.9,3.8,0.7,2.0,17.6,16.2,,0.0,0.3,0.4,.068,,-3.4,0.3,-3.2,-0.1,2000,True
161,Tim Thomas,SF,22,MIL,5,142,22.6,.579,.254,.288,5.1,13.6,9.6,12.1,0.4,2.1,1.5,21.9,,0.6,0.1,0.7,.230,,5.4,0.1,5.6,0.3,2000,True
162,Otis Thorpe,PF,37,MIA,10,136,3.7,.498,.037,.519,5.2,20.2,12.7,4.1,0.0,1.2,24.9,16.0,,-0.2,0.3,0.1,.020,,-7.5,0.1,-7.4,-0.2,2000,True
163,Robert Traylor,PF,22,MIL,1,4,14.5,.000,.000,.000,30.0,26.9,28.4,31.7,0.0,18.3,0.0,11.5,,0.0,0.0,0.0,.093,,-6.7,8.7,1.9,0.0,2000,True
164,Mirsad Türkcan,PF,23,MIL,2,10,-12.6,.340,.200,.400,0.0,21.5,11.3,0.0,0.0,0.0,33.8,41.0,,-0.1,0.0,-0.1,-0.529,,-20.2,-7.5,-27.6,-0.1,2000,True
165,Jacque Vaughn,PG,24,UTA,7,67,13.5,.444,.071,.286,7.3,13.8,10.7,30.4,3.3,1.2,22.2,29.1,,-0.1,0.1,-0.1,-0.036,,-0.9,0.5,-0.4,0.0,2000,True
166,Loy Vaught,PF,31,DET,2,16,2.1,.000,.000,.000,7.7,40.9,23.8,0.0,6.7,0.0,25.0,12.2,,-0.1,0.1,0.0,-0.134,,-5.6,1.3,-4.3,0.0,2000,True
167,Samaki Walker,PF,23,SAS,4,121,15.6,.496,.000,.387,11.2,26.4,18.9,3.5,0.4,6.9,18.1,16.6,,0.0,0.4,0.4,.148,,-0.9,2.9,1.9,0.1,2000,True
168,John Wallace,SF,25,NYK,1,4,-22.7,.000,.000,.000,0.0,29.1,14.9,0.0,14.3,0.0,33.3,38.4,,-0.1,0.0,-0.1,-0.789,,-25.1,2.5,-22.5,0.0,2000,True
169,Rasheed Wallace,PF,25,POR,16,605,19.4,.554,.058,.333,6.5,15.1,10.8,9.4,1.4,2.7,8.2,22.7,,1.4,0.8,2.2,.172,,3.2,1.2,4.3,1.0,2000,True
170,Charlie Ward,PG,29,NYK,16,439,20.3,.614,.469,.186,3.1,15.1,9.2,28.7,2.9,0.9,14.1,16.6,,1.2,0.8,1.9,.209,,3.0,4.1,7.1,1.0,2000,True
171,Clarence Weatherspoon,PF,29,MIA,10,170,12.2,.454,.000,.400,12.6,16.1,14.4,1.2,1.3,1.4,10.2,22.8,,-0.1,0.4,0.3,.087,,-1.8,-1.2,-3.0,0.0,2000,True
172,Chris Webber*,PF,26,SAC,5,196,27.1,.488,.045,.309,7.7,17.6,12.7,29.9,2.1,3.2,6.0,30.7,,0.5,0.1,0.6,.153,,6.9,2.6,9.5,0.6,2000,True
173,Bonzi Wells,SF,23,POR,14,188,17.0,.520,.120,.494,8.1,15.5,11.8,14.4,2.1,0.0,13.7,30.4,,0.2,0.2,0.4,.105,,-1.0,-0.1,-1.0,0.0,2000,True
174,David Wesley,PG,29,CHH,4,152,10.3,.423,.208,.188,2.4,6.7,4.6,22.7,3.0,0.0,10.4,18.3,,0.0,0.1,0.1,.034,,-2.4,-0.7,-3.1,0.0,2000,True
175,Alvin Williams,PG,25,TOR,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.008,,-7.3,-4.9,-12.2,0.0,2000,True
176,Jason Williams,PG,24,SAC,5,145,9.8,.496,.521,.208,0.7,4.9,2.9,14.4,1.1,0.0,13.2,18.8,,0.0,-0.1,-0.1,-0.025,,-0.9,-2.2,-3.0,0.0,2000,True
177,Jerome Williams,PF,26,DET,3,73,9.8,.428,.000,.571,11.8,25.1,18.2,5.6,2.2,0.0,14.6,13.7,,-0.1,0.1,0.1,.056,,-1.0,-0.6,-1.6,0.0,2000,True
178,Scott Williams,C,31,MIL,5,93,25.8,.660,.000,.167,11.6,22.0,17.1,4.0,1.2,3.9,9.4,21.1,,0.4,0.1,0.5,.250,,2.4,1.3,3.7,0.1,2000,True
179,Shammond Williams,PG,24,SEA,5,99,27.9,.674,.333,.333,2.2,11.0,6.4,33.5,4.3,0.0,13.7,20.4,,0.4,0.1,0.6,.275,,7.7,4.5,12.2,0.4,2000,True
180,Corliss Williamson,SF,26,SAC,5,87,15.6,.775,.000,.750,4.9,12.8,9.0,2.0,0.6,0.0,19.0,13.7,,0.3,0.0,0.2,.121,,0.5,-0.4,0.2,0.0,2000,True
181,Kevin Willis,PF,37,TOR,3,76,16.9,.467,.000,.606,9.0,33.8,20.6,3.1,1.5,0.0,4.6,27.1,,0.1,0.1,0.2,.138,,0.1,-1.9,-1.8,0.0,2000,True
